timestamp,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37
0,0.080808,0.003671,0.003107,0.0039,1.0,0.878507,0.432112,0.0,0.000178,0.0,0.0,0.020566,0.0,0.00819,0.003398,0.000699,0.0,0.0,0.117858,0.131127,0.149663,0.15383,0.167963,0.16779,0.137216,0.131992,0.0,0.1567,0.0,0.10119,0.155461,0.167464,0.125,0.139073,0.162944,0.162359,0.0,0.0
1,0.070707,0.003337,0.003169,0.0039,1.0,0.8768,0.430267,0.0,5.9e-05,0.0,0.0,0.008997,0.0,0.006546,0.002108,0.000378,0.0,0.0,0.105554,0.124874,0.139196,0.144469,0.162864,0.167918,0.128332,0.132681,0.0,0.147175,0.0,0.10119,0.143482,0.154067,0.125,0.15894,0.152691,0.15253,0.0,0.0
2,0.060606,0.003449,0.003231,0.0039,1.0,0.878358,0.431871,0.0,0.000475,0.019782,0.004092,0.056555,0.0,0.010399,0.005315,0.00344,0.0,0.0,0.097441,0.086042,0.121331,0.121042,0.152471,0.16779,0.120434,0.13213,0.0,0.126764,0.0,0.10119,0.129686,0.138756,0.125,0.145695,0.140242,0.140153,0.0,0.0
3,0.060606,0.005618,0.003915,0.004134,1.0,0.878284,0.431711,0.0,0.001722,0.0,0.0,0.03856,0.0,0.015655,0.017479,0.003932,0.0,0.0,0.094643,0.105857,0.123857,0.128958,0.144652,0.166645,0.11846,0.130752,0.0,0.130488,0.0,0.10119,0.130022,0.138756,0.125,0.152318,0.139876,0.139789,0.0,0.0
4,0.060606,0.006842,0.004723,0.004523,1.0,0.875983,0.429224,0.0,0.000119,0.0,0.0,0.015424,0.0,0.0074,0.00208,0.000624,0.0,0.0,0.098379,0.088272,0.124038,0.122861,0.14352,0.168808,0.119447,0.133508,0.0,0.129915,0.0,0.10119,0.131032,0.141627,0.0,0.112583,0.144636,0.144521,0.0,0.0
5,0.060606,0.004005,0.004288,0.004445,1.0,0.875167,0.428262,0.0,0.000119,0.0,0.0,0.01928,0.0,0.006111,0.00228,0.000548,0.0,0.0,0.102772,0.130453,0.136971,0.150086,0.157186,0.168299,0.136229,0.132406,0.0,0.145313,0.0,0.10119,0.147049,0.156938,0.0,0.119205,0.160015,0.159811,0.0,0.0
6,0.060606,0.003282,0.004101,0.004367,1.0,0.877319,0.430588,0.0,0.000178,0.0,0.0,0.014139,0.0,0.008513,0.00278,0.000699,0.0,0.0,0.101646,0.094462,0.129933,0.129119,0.155192,0.168172,0.126357,0.131992,0.0,0.136432,0.0,0.10119,0.136954,0.147368,0.0,0.145695,0.15086,0.15071,0.0,0.0
7,0.060606,0.002837,0.00379,0.004367,1.0,0.877616,0.430828,0.0,5.9e-05,0.0,0.0,0.014139,0.0,0.00732,0.001917,0.000756,0.0,0.0,0.085466,0.080215,0.112007,0.112056,0.134895,0.168045,0.11155,0.131717,0.0,0.118456,0.0,0.10119,0.119725,0.12823,0.0,0.139073,0.132918,0.132872,0.0,0.0
8,0.060606,0.004061,0.004039,0.004445,1.0,0.879472,0.432753,0.0,0.000119,0.0,0.0,0.011568,0.0,0.007674,0.002807,0.000643,0.0,0.0,0.101912,0.093829,0.128549,0.127246,0.146099,0.16779,0.124383,0.13213,0.0,0.135071,0.0,0.10119,0.1348,0.144498,0.125,0.15894,0.147199,0.14707,0.0,0.0
9,0.060606,0.002559,0.003542,0.00429,1.0,0.879397,0.432673,0.0,0.000178,0.0,0.0,0.012853,0.0,0.00948,0.002535,0.000681,0.0,0.0,0.090719,0.081573,0.114413,0.113607,0.140331,0.168808,0.11155,0.132681,0.0,0.119817,0.0,0.10119,0.121206,0.129187,0.0,0.139073,0.133651,0.133236,0.0,0.0
10,0.050505,0.002781,0.00348,0.004212,1.0,0.882143,0.43556,0.0,0.0,0.0,0.0,0.007712,0.0,0.004531,0.001263,0.000246,0.0,0.0,0.093126,0.080173,0.1173,0.114998,0.140284,0.167027,0.114511,0.131579,0.0,0.122825,0.0,0.10119,0.123696,0.132057,0.125,0.152318,0.136214,0.136149,0.0,0.0
11,0.050505,0.002169,0.003169,0.004134,1.0,0.88296,0.436442,0.0,0.000534,0.0,0.0,0.01928,0.0,0.012302,0.006686,0.003365,0.0,0.0,0.080901,0.110835,0.114413,0.1273,0.133996,0.167918,0.115499,0.132406,0.0,0.122896,0.0,0.10119,0.123898,0.133014,0.0,0.13245,0.136214,0.136149,0.0,0.0
12,0.060606,0.003449,0.003231,0.004134,1.0,0.880065,0.433234,0.0,0.000712,0.0,0.0,0.01928,0.0,0.013027,0.008158,0.003743,0.0,0.0,0.087201,0.088655,0.120007,0.121416,0.148167,0.168172,0.11846,0.132957,0.0,0.128268,0.0,0.10119,0.128878,0.14067,0.0,0.125828,0.139876,0.139425,0.0,0.0
13,0.060606,0.002948,0.003107,0.0039,1.0,0.880733,0.433956,0.0,0.000119,0.0,0.0,0.010283,0.0,0.007142,0.002117,0.000473,0.0,0.0,0.085888,0.081895,0.114714,0.114784,0.136127,0.175932,0.112537,0.140948,0.0,0.121535,0.0,0.10119,0.122888,0.134928,0.0,0.145695,0.133285,0.132872,0.0,0.0
