timestamp,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37
0,0.043011,0.001534,0.00132,0.002146,0.0,0.383301,0.290353,0.0,0.002146,9e-06,0.010794,0.033333,0.0,0.049469,0.013509,0.010885,0.0,0.0,0.002547,0.009891,0.006485,0.017103,0.124108,0.426753,0.106122,0.42777,0.0,0.006375,0.0,0.642857,0.016883,0.054422,0.0,0.01462,0.119352,0.119352,0.0,0.0
1,0.032258,0.000472,0.00099,0.001807,0.0,0.38916,0.298701,0.0,0.002146,0.0,0.015246,0.016667,0.0,0.035574,0.013143,0.01536,0.0,0.0,0.002739,0.010024,0.006416,0.016919,0.132411,0.421722,0.097959,0.421566,0.0,0.006333,0.0,0.642857,0.016773,0.068027,0.00495,0.020468,0.102302,0.102302,0.0,0.0
2,0.032258,0.000747,0.000935,0.001694,0.0,0.390625,0.300557,0.0,0.004292,2e-06,0.010334,0.083333,0.0,0.034645,0.026287,0.010449,0.0,0.0,0.00201,0.009307,0.00581,0.016404,0.123124,0.434744,0.097959,0.434564,0.0,0.00581,0.0,0.642857,0.016442,0.07483,0.00495,0.017544,0.101449,0.101449,0.0,0.0
3,0.032258,0.000708,0.000935,0.001694,0.0,0.390137,0.298701,0.0,0.005365,0.0,0.012375,0.133333,0.0,0.035791,0.034319,0.012682,0.0,0.0,0.002701,0.008097,0.006278,0.015816,0.121894,0.420835,0.093878,0.421566,0.0,0.006278,0.0,0.642857,0.015816,0.061224,0.0,0.01462,0.097187,0.098039,0.0,0.0
4,0.032258,0.001062,0.00099,0.001694,0.0,0.39209,0.299629,0.0,0.005365,0.0,0.011165,0.116667,0.0,0.039427,0.031033,0.011379,0.0,0.0,0.001313,0.006826,0.004653,0.013866,0.122386,0.412548,0.089796,0.413589,0.0,0.004654,0.0,0.642857,0.013904,0.068027,0.0,0.01462,0.088662,0.088662,0.0,0.0
5,0.032258,0.000983,0.001045,0.001694,0.0,0.391602,0.297774,0.0,0.003219,0.0,0.011286,0.066667,0.0,0.038994,0.018985,0.011478,0.0,0.0,0.00153,0.007339,0.005135,0.015154,0.126999,0.436224,0.097959,0.436632,0.0,0.005136,0.0,0.642857,0.015154,0.068027,0.0,0.01462,0.098039,0.098039,0.0,0.0
6,0.032258,0.001022,0.0011,0.001694,0.0,0.391602,0.296846,0.0,0.002146,0.0,0.008585,0.033333,0.0,0.028657,0.01862,0.008807,0.0,0.0,0.001205,0.008845,0.005011,0.015705,0.142743,0.431785,0.114286,0.43161,0.0,0.005012,0.0,0.642857,0.015706,0.040816,0.0,0.017544,0.108269,0.108269,0.0,0.0
7,0.032258,0.001101,0.0011,0.001694,0.0,0.390625,0.294063,0.0,0.002146,0.0,0.010298,0.033333,0.0,0.035698,0.013874,0.010619,0.0,0.0,0.001754,0.007472,0.005245,0.014602,0.1369,0.427049,0.102041,0.427474,0.0,0.005232,0.0,0.642857,0.014639,0.068027,0.00495,0.017544,0.094629,0.094629,0.0,0.0
8,0.032258,0.002438,0.00165,0.002033,0.0,0.38916,0.289425,0.0,0.002146,0.0,0.011288,0.016667,0.0,0.040355,0.015699,0.011505,0.0,0.0,0.001682,0.007236,0.004777,0.012984,0.112177,0.426458,0.077551,0.427179,0.0,0.00475,0.0,0.642857,0.012947,0.068027,0.0,0.011696,0.086104,0.086104,0.0,0.0
9,0.043011,0.001455,0.00154,0.002033,0.0,0.38916,0.288497,0.0,0.003219,2e-06,0.013181,0.016667,0.0,0.025005,0.02008,0.01336,0.0,0.0,0.003492,0.009963,0.007049,0.015558,0.081796,0.428233,0.065306,0.429247,0.0,0.007049,0.0,0.642857,0.015596,0.027211,0.0,0.01462,0.13555,0.13555,0.0,0.0
