timestamp,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37
0,0.0,0.00051,0.001152,0.002355,0.0,0.609359,0.046951,0.0,0.043478,0.003788,0.008621,0.09205,0.0,0.294182,0.095125,0.333333,0.0,0.0,0.008667,0.006749,0.026883,0.0257,0.044004,0.069244,0.046205,0.068884,0.0,0.054881,0.0,0.25,0.081113,0.041096,0.0,0.030411,0.165441,0.165441,0.0,0.0
1,0.0,0.000595,0.001152,0.002355,0.0,0.610183,0.04803,0.0,0.326087,0.0,0.0,0.119247,0.0,0.357803,0.588228,0.15377,0.0,0.0,0.009221,0.007023,0.028509,0.027621,0.092959,0.02084,0.052805,0.020833,0.0,0.058422,0.0,0.25,0.087382,0.0,0.0,0.025045,0.169118,0.169118,0.0,0.0
2,0.0,0.001445,0.001152,0.002355,0.0,0.611626,0.049649,0.0,0.0,0.0,0.0,0.056485,0.0,0.075585,0.009394,0.031746,0.0,0.0,0.009727,0.008788,0.032954,0.033746,0.030803,0.023866,0.066007,0.024866,0.0,0.069803,0.0,0.25,0.105016,0.0,0.0,0.023256,0.183824,0.183824,0.0,0.0
3,0.0,0.00102,0.001152,0.002355,0.0,0.612451,0.051268,0.0,0.0,0.0,0.0,0.052301,0.0,0.064709,0.00654,0.032738,0.0,0.0,0.009928,0.009753,0.035772,0.038189,0.037954,0.02521,0.079208,0.025202,0.0,0.076884,0.0,0.25,0.118339,0.013699,0.0,0.023256,0.1875,0.183824,0.0,0.0
4,0.0,0.00034,0.000864,0.002018,0.0,0.613069,0.051268,0.0,0.0,0.0,0.0,0.029289,0.0,0.065797,0.003924,0.017857,0.0,0.0,0.010539,0.00874,0.033496,0.034826,0.031353,0.023866,0.072607,0.024194,0.0,0.068791,0.0,0.25,0.10815,0.0,0.0,0.019678,0.154412,0.154412,0.0,0.0
5,0.0,8.5e-05,0.00072,0.002018,0.0,0.613482,0.051808,0.0,0.137681,0.000344,0.0,0.083682,0.0,0.310495,0.279191,0.179563,0.0,0.0,0.012193,0.008728,0.035122,0.035187,0.036854,0.023193,0.072607,0.023185,0.0,0.069297,0.0,0.25,0.108934,0.0,0.0,0.028623,0.158088,0.158088,0.0,0.0
6,0.0,0.000595,0.000864,0.002018,0.0,0.613688,0.051268,0.0,0.0,0.0,0.0,0.039749,0.0,0.104948,0.004162,0.034722,0.0,0.0,0.008418,0.00558,0.023306,0.021857,0.022552,0.021513,0.042904,0.021841,0.0,0.045524,0.0,0.25,0.068574,0.0,0.0,0.026834,0.132353,0.132353,0.0,0.0
7,0.0,0.008758,0.003889,0.004373,0.0,0.613688,0.050189,0.0,0.0,0.001033,0.0,0.058577,0.0,0.07776,0.004043,0.017857,0.0,0.0,0.010444,0.008358,0.032304,0.033265,0.028603,0.022185,0.069307,0.022513,0.0,0.065503,0.0,0.25,0.103056,0.0,0.0,0.028623,0.147059,0.147059,0.0,0.0
8,0.0,0.003826,0.003457,0.004036,0.0,0.613276,0.04803,0.0,0.050725,0.0,0.0,0.064854,0.0,0.239804,0.129727,0.286706,0.0,0.0,0.011485,0.008978,0.035014,0.036147,0.032453,0.024202,0.075908,0.024194,0.0,0.070309,0.0,0.25,0.111677,0.0,0.0,0.028623,0.150735,0.150735,0.0,0.0
9,0.0,0.001701,0.002881,0.0037,0.0,0.613069,0.046951,0.0,0.072464,0.0,0.0,0.112971,0.0,0.270799,0.159691,0.167659,0.0,0.0,0.011399,0.008203,0.03252,0.032425,0.026953,0.023866,0.066007,0.023858,0.0,0.063733,0.0,0.25,0.099922,0.0,0.0,0.025045,0.147059,0.147059,0.0,0.0
