timestamp,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37
0,0.010417,0.017943,0.014667,0.013595,0.0,0.22428,0.166667,0.0,0.001696,0.0,0.091712,0.042105,0.0,0.025266,0.01317,0.089382,0.0,0.0,0.004479,0.005208,0.009317,0.011498,0.000884,0.181435,0.0,0.181805,0.0,0.009329,0.0,0.0,0.011498,0.0,0.0,0.083333,0.685714,0.681159,0.0,0.0
1,0.03125,0.01555,0.013333,0.012085,0.0,0.228395,0.2,0.0,0.002545,0.0,0.098682,0.021053,0.0,0.046445,0.015052,0.098905,0.0,0.0,0.004318,0.005032,0.009227,0.011372,0.00101,0.181435,0.0,0.181734,0.0,0.009227,0.0,0.0,0.011372,0.0,0.0,0.069444,0.685714,0.695652,0.0,0.0
2,0.041667,0.005981,0.010667,0.012085,0.0,0.228395,0.2,0.0,0.002262,0.0,0.101117,0.021053,0.0,0.043709,0.01317,0.101612,0.0,0.0,0.004193,0.004887,0.008956,0.011035,0.000884,0.181292,0.0,0.181662,0.0,0.008967,0.0,0.0,0.011049,0.0,0.0,0.041667,0.685714,0.681159,0.0,0.0
3,0.03125,0.01555,0.013333,0.012085,0.0,0.22428,0.166667,0.0,0.004241,0.0,0.155967,0.042105,0.01,0.041609,0.0254,0.156465,0.0,0.0,0.004295,0.004996,0.008967,0.011049,0.000884,0.181578,0.0,0.181948,0.0,0.008967,0.0,0.0,0.011049,0.0,0.0,0.097222,0.685714,0.681159,0.0,0.0
4,0.020833,0.0311,0.018667,0.015106,0.0,0.222222,0.15,0.0,0.002545,0.0,0.095182,0.010526,0.0,0.029584,0.017404,0.095406,0.0,0.0,0.00422,0.004906,0.008741,0.010768,0.00101,0.181578,0.0,0.181877,0.0,0.008741,0.0,0.0,0.010768,0.0,0.0,0.013889,0.685714,0.681159,0.0,0.0
5,0.020833,0.023923,0.02,0.015106,0.0,0.222222,0.15,0.0,0.005937,0.0,0.064256,0.052632,0.01,0.045181,0.035748,0.064192,0.0,0.0,0.004435,0.005112,0.008526,0.010529,0.00101,0.181792,0.0,0.182163,0.0,0.008526,0.0,0.0,0.010543,0.0,0.0,0.041667,0.685714,0.695652,0.0,0.0
6,0.020833,0.016746,0.018667,0.013595,0.0,0.22428,0.166667,0.0,0.00311,0.0,0.066326,0.031579,0.0,0.039573,0.019755,0.065987,0.0,0.0,0.004178,0.004844,0.008503,0.0105,0.001515,0.181507,0.0,0.181877,0.0,0.008515,0.0,0.0,0.0105,0.0,0.0,0.055556,0.685714,0.681159,0.0,0.0
7,0.020833,0.009569,0.017333,0.013595,0.0,0.22428,0.166667,0.0,0.002827,0.0,0.095273,0.010526,0.0,0.029767,0.019755,0.095467,0.0,0.0,0.004059,0.004699,0.008243,0.010149,0.000884,0.181507,0.0,0.181877,0.0,0.008255,0.0,0.0,0.010149,0.0,0.0,0.0,0.671429,0.666667,0.0,0.0
8,0.020833,0.010766,0.016,0.013595,0.0,0.220165,0.133333,0.0,0.003393,0.0,0.063312,0.010526,0.0,0.033025,0.022578,0.064405,0.0,0.0,0.004079,0.004717,0.008108,0.010008,0.000884,0.181435,0.0,0.181805,0.0,0.008108,0.0,0.0,0.010022,0.0,0.0,0.027778,0.671429,0.666667,0.0,0.0
9,0.020833,0.009569,0.014667,0.012085,0.0,0.220165,0.133333,0.0,0.002545,0.0,0.066204,0.010526,0.0,0.034413,0.016463,0.065835,0.0,0.0,0.00385,0.004476,0.007972,0.009826,0.001515,0.181578,0.0,0.181877,0.0,0.007983,0.0,0.0,0.009826,0.0,0.0,0.069444,0.657143,0.666667,0.0,0.0
