timestamp,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37
0,0.204301,0.027849,0.028872,0.036456,0.0,0.843931,0.88295,0.0,0.008805,0.004208,0.003629,0.446903,0.067416,0.019199,0.077503,0.006551,0.0,0.0,0.221101,0.217941,0.237798,0.279185,0.157915,0.868814,0.287273,0.690362,0.0,0.237851,0.0,0.0,0.275709,0.115983,0.027027,0.032609,0.244208,0.243734,0.243902,0.243902
1,0.193548,0.031477,0.030925,0.037828,0.0,0.846098,0.87889,0.0,0.018544,0.003881,0.004233,0.327434,0.05618,0.026743,0.126947,0.018512,0.0,0.0,0.216863,0.249004,0.240355,0.289525,0.183002,0.870946,0.287273,0.70301,0.0,0.240723,0.0,0.0,0.283326,0.125884,0.054054,0.022727,0.254853,0.253759,0.254663,0.254663
2,0.182796,0.039434,0.033525,0.0392,0.0,0.852601,0.880244,0.0,0.009139,0.0,0.0,0.431416,0.05618,0.019158,0.086947,0.005032,0.0,0.0,0.213613,0.242589,0.245845,0.302554,0.221728,0.874313,0.32,0.697951,0.0,0.245333,0.0,0.0,0.296974,0.145686,0.054054,0.021739,0.287414,0.286967,0.286967,0.286967
3,0.225806,0.027264,0.031062,0.038416,0.0,0.92341,0.88295,0.0,0.008205,2e-05,0.0,0.294248,0.033708,0.023954,0.066428,0.007263,0.0,0.0,0.252317,0.27411,0.285478,0.35229,0.263689,0.874649,0.367273,0.65621,0.0,0.283728,0.0,0.0,0.345959,0.158416,0.054054,0.018775,0.33876,0.338972,0.338778,0.338778
4,0.204301,0.05055,0.041051,0.043904,0.0,0.987717,0.886333,0.0,0.049563,0.000123,0.0,0.455752,0.101124,0.031675,0.312287,0.156975,0.0,0.0,0.229036,0.253448,0.265473,0.333058,0.268527,0.869263,0.370909,0.673413,0.0,0.263397,0.0,0.0,0.328185,0.15983,0.054054,0.028656,0.299937,0.299499,0.299471,0.299471
5,0.129032,0.03019,0.036809,0.042532,0.0,0.978324,0.88092,0.0,0.005537,0.0,0.0,0.435841,0.044944,0.015249,0.062349,0.004509,0.0,0.0,0.179444,0.189353,0.207265,0.249405,0.210057,0.869599,0.24,0.648368,0.0,0.207543,0.0,0.0,0.248096,0.165488,0.027027,0.017787,0.182217,0.181704,0.18182,0.18182
6,0.139785,0.02036,0.03202,0.040572,0.0,0.976879,0.876861,0.0,0.00587,0.0,0.0,0.438053,0.044944,0.016531,0.062373,0.004937,0.0,0.0,0.185374,0.198195,0.214409,0.260263,0.223135,0.869038,0.254545,0.661017,0.0,0.214799,0.0,0.0,0.258993,0.169731,0.054054,0.029644,0.194114,0.194236,0.194084,0.194084
7,0.139785,0.020945,0.029693,0.039592,0.0,0.981936,0.87889,0.0,0.016276,0.0,0.0,0.39823,0.05618,0.022906,0.130433,0.018322,0.0,0.0,0.184254,0.192422,0.212379,0.257884,0.225863,0.870048,0.254545,0.645586,0.0,0.212909,0.0,0.0,0.256348,0.168317,0.027027,0.012846,0.185348,0.184837,0.18517,0.18517
8,0.150538,0.030307,0.031883,0.040768,0.0,0.977601,0.877537,0.0,0.006737,2e-05,0.0,0.362832,0.033708,0.018256,0.065513,0.005411,0.0,0.0,0.193967,0.190361,0.219674,0.263468,0.219254,0.870722,0.258182,0.632178,0.0,0.219938,0.0,0.0,0.262484,0.165488,0.054054,0.024704,0.194114,0.193609,0.194032,0.194032
9,0.150538,0.029956,0.03243,0.041356,0.0,0.90896,0.876184,0.0,0.008872,0.000306,0.000605,0.455752,0.05618,0.018481,0.083684,0.006218,0.0,0.0,0.192925,0.196179,0.218395,0.263054,0.207638,0.871507,0.272727,0.626107,0.0,0.2182,0.0,0.005435,0.261215,0.148515,0.054054,0.035573,0.215404,0.214912,0.215199,0.215199
